paper_id	affiliations
ijima16_interspeech	['ntt media intelligence laboratories, ntt corporation.', 'tokyo university of science, suwa.']
yoshimura16_interspeech	['department of scientific and engineering simulation, nagoya institute of technology, japan', 'the centre for speech technology research, the university of edinburgh, uk', 'national institute of informatics, tokyo, japan']
podsiado16_interspeech	['google']
valentinibotinhao16_interspeech	['the centre for speech technology research (cstr), university of edinburgh, uk', 'national institute of informatics, japan', 'sokendai university, japan']
cooper16_interspeech	['columbia university']
tao16_interspeech	"['multimodal signal processing (msp) lab, the university of texas at dallas, richardson tx', 'mobile computing lab (m-lab), university of notre dame, notre dame, in', ""department of communicative sciences and disorders, saint mary's college, notre dame, in""]"
ghahabi16_interspeech	['talp research center, department of signal theory and communications', 'universitat politecnica de catalunya - barcelonatech, spain']
woubie16_interspeech	['talp research center, department of signal theory and communications,', 'universitat politecnica de catalunya, barcelona, spain', 'telefonica research, edificio telefonica-diagonal, barcelona, spain']
lawson16_interspeech	['sri international, california, usa']
smidl16_interspeech	['department of cybernetics,', 'university of west bohemia, pilsen, czech republic']
gauthier16_interspeech	['lig, univ. grenoble alpes, grenoble, france', 'lpp, cnrs, univ paris 3, france', 'limsi, cnrs, orsay, france']
gruber16_interspeech	['new technologies for the information society (ntis),', 'department of cybernetics', 'faculty of applied sciences, university of west bohemia, czech republic']
lu16b_interspeech	['centre for speech technology research, the university of edinburgh, edinburgh, uk', 'school of computer science, carnegie mellon university, pittsburgh, usa', 'computer science & engineering, the university of washington, seattle, usa']
nussbaumthom16_interspeech	['ibm t j. watson research center, yorktown heights, ny 10598, u.s.a.']
hsu16_interspeech	['computer science and artificial intelligence laboratory', 'massachusetts institute of technology', 'cambridge, ma 02139, usa']
wu16_interspeech	['university of cambridge', 'national university of singapore']
badino16_interspeech	['ctnsc, istituto italiano di tecnologia']
zhang16b_interspeech	"[""departement d'informatique et de recherche operationnelle"", 'universite de montreal, montreal, qc h3c 3j7']"
wang16b_interspeech	['institute for infocomm research, a⋆star, singapore']
alam16_interspeech	['computer research institute of montreal (crim), montreal, canada']
sarkar16_interspeech	['department of electronic systems, aalborg university, denmark']
kinnunen16_interspeech	['achintya sarkar3, nicolai bæk thomsen3, ville hautamaki1, nicholas evans2, zheng-hua tan3', 'speech and image processing unit, school of computing, university of eastern finland, finland', 'digital security, eurecom, france', 'signal and information processing, department of electronic systems, aalborg university, denmark']
ma16_interspeech	['school of electrical engineering and telecommunications, unsw australia', 'atp research laboratory, national ict australia (nicta), australia']
zeinali16_interspeech	['jan “honza” cernocky 2, nooshin maghsoodi 1 and pavel matejka 2', 'sharif university of technology, tehran, iran']
das16_interspeech	['department of electronics and electrical engineering ,', 'indian institute of technology guwahati, guwahati-781039, india']
uchida16_interspeech	['the university of tokyo', '-3-1, hongo, bunkyo-ku, tokyo', '-8656 japan']
sivaraman16_interspeech	['university of maryland college park, md,', 'sri international, menlo park, ca,', 'department of english language and literature, korea university, seoul, south korea,', 'haskins laboratories, new haven, ct']
lammert16_interspeech	['mit lincoln laboratory, lexington, massachusetts, usa', 'haskins laboratories, new haven, connecticut, usa', 'signal analysis and interpretation laboratory, los angeles, california, usa']
sorensen16_interspeech	['signal analysis and interpretation lab, university of southern california, los angeles, ca, usa', 'department of linguistics, university of southern california, los angeles, ca, usa']
labrunie16_interspeech	['univ. grenoble alpes, gipsa-lab, f-38000 grenoble, france', 'cnrs, gipsa-lab, f-38000 grenoble, france', 'inserm us 17 - cnrs ums 3552 - univ. grenoble alpes & chu de grenoble, ums irmage,', 'france', 'biomedizinische nmr forschungs gmbh am max-planck-institut fur biophysikalische chemie,', 'gottingen, germany']
lingala16_interspeech	['electrical engineering, university of southern california, los angeles, ca, usa', 'samsung medical center, seoul, south korea']
xia16_interspeech	['computer science department, the university of texas at dallas, richardson, tx 75080, usa']
stasak16_interspeech	['school of elec. eng. & telecomm., university of new south wales, sydney, australia', 'national information communications technology (nicta)', 'human-centred technology, university of canberra, canberra, australia']
lotfian16_interspeech	['multimodal signal processing (msp) laboratory, department of electrical engineering', 'the university of texas at dallas, richardson tx 75080, usa']
schmitt16_interspeech	['chair of complex & intelligent systems, university of passau, germany', 'department of computing, imperial college london, uk']
chorianopoulou16_interspeech	['school of ece, technical university of crete, chania 73100, greece', 'school of ece, national tecnical university of athens, zografou 15780, greece', 'athena research and innovation center maroussi 15125, athens, greece', 'school of engineering and information technology, murdoch university, murdoch, australia']
gupta16_interspeech	['osignal analysis and interpretation lab (sail),', '∗signal processing for communication understanding and behavior analysis (scuba),', 'university of southern california, los angeles, usa', '+department of psychiatry and behavioral sciences, university of washington, seattle, usa']
wodarczak16_interspeech	['department of linguistics, stockholm university', 'stockholm, sweden']
kaland16_interspeech	['alps - alpine laboratory of phonetics and phonology, free university of bozen – bolzano, italy']
putzer16_interspeech	['computational linguistics and phonetics, saarland university, saarbrucken, germany', 'institute for natural language processing, university of stuttgart, stuttgart, germany']
strombergsson16_interspeech	['division of speech and language pathology, department of clinical science, intervention and', 'technology (clintec), karolinska institutet (ki), stockholm, sweden']
he16_interspeech	['phonetics laboratory, department of comparative linguistics, university of zurich, switzerland']
enzinger16_interspeech	['school of elec. eng. & telecom., univ. of new south wales, sydney, australia']
qi16_interspeech	['national laboratory of pattern recognition (nlpr),', 'cas center for excellence in brain science and intelligence technology,', 'institute of automation, chinese academy of sciences, beijing, china']
isik16_interspeech	['mitsubishi electric research laboratories (merl), cambridge, ma, usa', 'sabanci university, istanbul, turkey', 'tubitak bilgem, kocaeli, turkey', 'columbia university, new york, ny, usa']
li16_interspeech	['college of computer science, inner mongolia university', 'national laboratory of patten recognition, institute of automation, chinese academy of sciences']
delfarah16_interspeech	['department of computer science and engineering, the ohio state university, usa', 'center for cognitive and brain sciences, the ohio state university, usa']
hsu16b_interspeech	['department of electrical and computer engineering', 'national chiao tung university, hsinchu, taiwan']
gang16_interspeech	['iiit delhi, india']
jin16_interspeech	['multimedia computing lab, school of information, renmin university of china', 'key lab of data engineering and knowledge engineering of ministry of education,', 'renmin university of china, beijing 100872', 'language technologies institute, carnegie mellon university, usa']
heckmann16_interspeech	['honda research institute europe gmbh, d-63073 offenbach/main, germany']
ouni16_interspeech	['universite de lorraine, loria, umr7503, vandoeuvre-les-nancy, f-54506, france', 'inria, villers-les-nancy, f-54600, france', 'cnrs, loria, umr 7503, vandoeuvre-les-nancy, f-54506, france', 'polytech clermont-ferrand, aubiere, f-63178, france']
barbulescu16_interspeech	['ljk, inria & univ. grenoble alpes, grenoble, france', 'gipsa-lab, cnrs & univ. grenoble alpes, grenoble, france']
huang16_interspeech	['speech communication lab,', 'school of computer science and statistics, trinity college dublin']
chaspari16_interspeech	['disney research, pittsburgh, pa, usa', 'university of southern california, los angeles, ca, usa']
kasisopa16_interspeech	['klangpornkun5, suparak techacharoenrungrueang6, sudaporn luksaneeyanawin6,', 'denis burnham1,2', 'marcs institute for brain, behaviour and development, western sydney university, australia', 'hearing cooperative research centre (hearing crc), australia', 'center of excellence in intelligent informatics, speech and language technology, and service', 'innovation (cils), thammasat university, thailand', 'department of linguistics, faculty of liberal arts, thammasat university, thailand', 'department of electrical and computer engineering, thammasat university, thailand', 'center for research in speech and language processing, chulalongkorn university, thailand']
khaki16_interspeech	['multimedia, vision and graphics lab,', 'koc university, istanbul, turkey']
schadler16_interspeech	['medical physics and cluster of excellence hearing4all', 'university of oldenburg d-26111 oldenburg, germany']
exter16_interspeech	['medizinische physik and cluster of excellence hearing4all, carl von ossietzky universitat,', 'oldenburg, germany', 'center for language and speech processing, johns hopkins university, baltimore, md, usa']
toth16_interspeech	['language and speech lab, university of the basque country, vitoria-gasteiz, spain', 'ikerbasque, bilbao, spain']
karbasi16_interspeech	['cognitive signal processing group, ruhr-universitat bochum', ' bochum, germany', 'international computer science institute, berkeley, usa']
toth16b_interspeech	['language and speech lab, university of the basque country, vitoria-gasteiz, spain', 'ikerbasque, bilbao, spain', 'department of computer science, university of sheffield, uk']
eichenauer16_interspeech	['medizinische physik and cluster of excellence hearing4all, university of oldenburg, germany', 'national centre for audiology, the university of western ontario, london, ontario, canada', 'center for speech and language processing, johns hopkins university, baltimore, md, usa']
lecumberri16_interspeech	['university of the basque country, vitoria, spain', 'university of sheffield, uk', 'ikerbasque (basque science foundation), bilbao, spain']
varnet16_interspeech	"[""institut d'etude de la cognition, laboratoire des systemes perceptifs (lsp), cnrs umr 8248,"", 'ecole normale superieure (ens), paris, france.', 'laboratoire base, corpus, langage (bcl), cnrs umr 7320, nice sophia antipolis, france.', 'oticon medical', ' chemin saint bernard, vallauris, france.']"
fontan16_interspeech	['archean technologies, montauban, france', 'universite de toulouse, ups, irit, toulouse, france']
matsui16_interspeech	['national institute for japanese language and linguistics, japan']
mandel16_interspeech	['brooklyn college, cuny, department of computer and information science']
rondeau16_interspeech	['mcgill university, montreal, canada', 'nuance communications, montreal, canada']
liu16b_interspeech	['academia sinica, taiwan', 'national taiwan university, taiwan', 'national taiwan normal university, taiwan']
sheikh16_interspeech	"['∗universite de lorraine, loria, umr 7503, vandoeuvre-les-nancy, f-54506, france', '∗inria, villers-les-nancy, f-54600, france', '∗cnrs, loria, umr 7503, vandoeuvre-les-nancy, f-54506, france', ""+laboratoire informatique d'avignon, university of avignon""]"
trione16_interspeech	['aix-marseille universite, cnrs, lif umr 7279', ', marseille, france']
liu16c_interspeech	['carnegie mellon university', 'electrical and computer engineering,', 'language technologies institute']
jaech16_interspeech	['university of washington', 'google research']
ladhak16_interspeech	['amazon.com']
kesiraju16_interspeech	['it4i center of excellence, brno, czech republic', 'international institute of information technology - hyderabad, india']
zhao16_interspeech	['sony china research lab']
morchid16_interspeech	['lia - university of avignon (france)', 'orkis - aix en provence (france)', 'edd - paris (france)']
hakkanitur16_interspeech	['microsoft, redmond, wa, usa', 'national taiwan university, taipei, taiwan', '†']
janod16_interspeech	['lia - university of avignon (france)', 'orkis - aix en provence (france)', 'mcgill university - montreal, quebec (canada)']
kurata16b_interspeech	['ibm watson']
stehwien16_interspeech	['university of stuttgart, germany']
tang16_interspeech	['tsinghua-cuhk joint research center for media sciences, technologies and systems,', 'graduate school at shenzhen, tsinghua university, shenzhen 518055, china', 'tsinghua national laboratory for information science and technology (tnlist),', 'department of computer science and technology, tsinghua university, beijing 100084, china', 'department of systems engineering and engineering management,', 'the chinese university of hong kong, shatin, n.t., hong kong sar, china']
oishi16_interspeech	['graduate school of integrated science and technology, shizuoka university, japan']
lv16_interspeech	['tsinghua national laboratory for information science and technology', 'department of electronic engineering, tsinghua university, beijing 100084, china']
proenca16_interspeech	['instituto de telecomunicacões and', 'department of electrical and computer engineering, university of coimbra, portugal']
lee16b_interspeech	['national institute of advanced industrial science and technology, japan', 'tsukuba university, japan', 'iwate prefectural university, japan']
panchapagesan16_interspeech	['amazon.com']
chung16_interspeech	['college of electrical engineering and computer science, national taiwan university']
meng16_interspeech	['school of electrical and computer engnineering, georgia institute of technology', '5th street nw, atlanta, ga 30308, usa']
gorin16_interspeech	['limsi, cnrs, universite paris–saclay', ' campus universitaire f–91405 orsay, france', 'vocapia research', ' rue jean rostand', ' orsay, france']
verwimp16_interspeech	['esat, ku leuven, belgium,', 'elis, ghent university - iminds, belgium,', 'vrt, belgium,']
stanislav16_interspeech	['department of cybernetics,', 'university of west bohemia, pilsen, czech republic']
karhila16_interspeech	['aalto university school of electrical engineering', 'helsinki university']
damnati16_interspeech	['orange labs, lannion, france']
yuan16_interspeech	"['shaanxi provincial key laboratory of speech and image information processing,', ""school of computer science, northwestern polytechnical university, xi'an, china"", 'institute for infocomm research, a⋆star, singapore']"
liu16d_interspeech	['amazon.com, seattle', 'department of electrical engineering, university of washington, seattle']
abraham16_interspeech	['indian institute of technology-madras, india']
nagamine16_interspeech	['department of electrical engineering, columbia university, new york, usa', 'microsoft research, redmond, usa']
variani16_interspeech	['google inc., usa']
sainath16_interspeech	['google, inc. new york, ny, u.s.a']
mclaren16_interspeech	['speech technology and research laboratory, sri international, california, usa', 'departamento de computacion, fcen, universidad de buenos aires and conicet, argentina']
mclaren16b_interspeech	['speech technology and research laboratory, sri international, california, usa', 'departamento de computacion, fcen, universidad de buenos aires and conicet, argentina']
novotny16_interspeech	
kudashev16_interspeech	['itmo university, st.petersburg, russia', 'speech technology center ltd., st. petersburg, russia']
ghaemmaghami16_interspeech	['speech and audio research laboratory, queensland university of technology, brisbane, australia']
khosravani16_interspeech	['laboratory for intelligent multimedia processing (limp)', 'amirkabir university of technology (aut)']
kheder16_interspeech	['lia, university of avignon, france']
liu16e_interspeech	['tsinghua national laboratory for information science and technology,', 'department of electronic engineering, tsinghua university, beijing 100084, china']
scharenborg16_interspeech	['centre for language studies, radboud university nijmegen, the netherlands', 'department of signal processing and acoustics, aalto university, finland']
scharenborg16b_interspeech	['centre for language studies, radboud university nijmegen, the netherlands', 'department of signal processing and acoustics, aalto university, finland', 'department of theoretical and applied linguistics, university of cambridge, uk']
cooke16_interspeech	['ikerbasque (basque science foundation), bilbao, spain', 'university of the basque country, vitoria, spain']
zhang16c_interspeech	['cas key laboratory of human-machine intelligence-synergy systems, shenzhen institutes of', 'advanced technology, chinese academy of sciences, shenzhen, china', 'college of chinese language and culture, nankai university, tianjin, china', 'division of speech and hearing sciences, the university of hong kong, hong kong']
massaro16_interspeech	['department of psychology', 'university of california, santa cruz']
gong16b_interspeech	['school of foreign languages, jiangsu university of science and technology, zhenjiang, china', 'language and speech lab, university of the basque country, vitoria-gasteiz, spain', 'ikerbasque, bilbao, spain']
bassiou16_interspeech	['sri international speech technology and research (star) laboratory', 'sri international center for technology in learning (ctl)']
nasir16_interspeech	['university of southern california, los angeles, ca, usa', 'university of utah, salt lake city, ut, usa.']
tseng16_interspeech	['university of southern california, department of electrical engineering, usa', 'the university of utah, department of psychology, usa']
gallardo16_interspeech	['quality and usability lab, telekom innovation laboratories, tu berlin, germany']
xiao16_interspeech	['signal analysis and interpretation lab, university of southern california, los angeles, ca, usa', 'department of educational psychology, university of utah, salt lake city, ut, usa', 'department of psychiatry and behavioral sciences, university of washington, seattle, wa, usa', 'sail.usc.edu,']
dang16_interspeech	['school of electrical engineering and telecommunications, the university of new south wales,', 'sydney, australia', 'atp research laboratory, national ict australia (nicta), australia']
ram16_interspeech	['idiap research institute, martigny, switzerland', 'ecole polytechnique federale de lausanne (epfl), switzerland']
chen16d_interspeech	"['shaanxi provincial key laboratory of speech and image information processing,', ""school of computer science, northwestern polytechnical university, xi'an, china"", 'institute for infocomm research, a⋆star, singapore']"
torbati16_interspeech	['college of engineering, temple university', 'philadelphia, pennsylvania, usa']
pham16_interspeech	['school of computer engineering, nanyang technological university, singapore.', 'temasek laboratories, nanyang technological university, singapore.', 'institute for infocomm research, singapore']
zhuang16_interspeech	
wu16b_interspeech	['graduate institute of communication engineering, national taiwan university', 'electrical engineering, national taiwan university']
godoy16_interspeech	['mit lincoln laboratory', ' wood street, lexington, ma usa 02420']
tobing16_interspeech	['graduate school of information science, nara institute of science and technology, japan', 'information technology center, nagoya university, japan', 'ntt communication science laboratories, ntt corporation, japan']
dissen16_interspeech	['department of computer science bar-ilan university, ramat-gan, israel']
vaz16_interspeech	['signal analysis and interpretation lab, university of southern california, los angeles, ca 90089']
juvela16_interspeech	['aalto university, department of signal processing and acoustics, finland', 'university of tokyo, japan', 'nippon telegraph and telephone corporation, japan', 'national institute of informatics, japan']
wang16c_interspeech	['national institute of information and communications technology, kyoto, japan', 'graduate school of science and engineering, doshisha university, kyoto, japan']
hu16_interspeech	['institute of linguistics, chinese academy of social sciences', 'department of linguistics, graduate school, chinese academy of social sciences']
hu16b_interspeech	['sun yat-sen university, canton, china', 'institute of linguistics, chinese academy of social sciences, beijing, china']
cernak16b_interspeech	['idiap research institute, martigny, switzerland']
xia16b_interspeech	['institute of linguistics, chinese academy of social sciences']
turco16_interspeech	['universite sorbonne-nouvelle paris 3 - laboratoire de phonetique et phonologie', '(lpp), umr 7018', ' rue des bernardins']
galata16_interspeech	['alps - alpine laboratory of phonetics and phonology, free university of bozen – bolzano, italy']
chang16_interspeech	['university of california, berkeley']
pan16_interspeech	['department of foreign languages and literatures, national chiao tung university']
fenwick16_interspeech	['marcs institute, western sydney university, sydney, australia', 'school of social sciences and psychology, western sydney university, sydney australia', 'school of humanities and communication arts, western sydney university, sydney australia.']
zellers16_interspeech	['department of linguistics: english, university of stuttgart, germany']
themistocleous16_interspeech	['university of gothenburg', 'university of cyprus']
sun16b_interspeech	['graduate school of fundamental science and engineering, waseda university, japan', 'college of information science, beijing language and culture university, china']
lai16b_interspeech	['school of informatics, university of edinburgh, edinburgh, uk', 'taln research group, dtic, universitat pompeu fabra, barcelona, spain']
airaksinen16_interspeech	['aalto university, finland', 'international audio laboratories erlangen, friedrich-alexander university (fau), germany']
park16_interspeech	['department of electrical engineering, university of california, los angeles, usa', 'department of languages, linguistics and translation, universite laval, quebec, canada', 'dept of head and neck surgery, school of medicine, university of california, los angeles, usa', 'department of linguistics, university of california, los angeles, usa']
kalita16_interspeech	['department of electronics and electrical engineering', 'department of humanities and social sciences', 'indian institute of technology guwahati, guwahati-781039, india']
garellek16_interspeech	['department of linguistics, uc san diego']
eriksson16_interspeech	['department of linguistics, stockholm university, sweden', 'scuola normale superiore, pisa, italy']
schweitzer16_interspeech	['institute of natural language processing, university of stuttgart, germany']
vijayan16_interspeech	['department of electrical engineering', 'indian institute of technology hyderabad, telangana, india']
kakouros16_interspeech	['department of signal processing and acoustics, aalto university, finland', 'esat, ku leuven, belgium']
kallay16_interspeech	['department of linguistics, university of oregon, eugene, oregon, usa']
blaylock16_interspeech	['university of southern california']
son16_interspeech	['department of linguistics, university of pennsylvania, usa']
cohen16_interspeech	['the pennsylvania state university']
arai16_interspeech	['department of information and communication sciences', 'sophia university, tokyo, japan']
fang16_interspeech	['phonetics lab., institute of linguistics, chinese academy of social sciences', 'school of computer science, tianjin university', 'institute of ethnology and anthropology, chinese academy of social science', 'school of computer science, tianjin university', 'peking university']
tiainen16_interspeech	['institute of behavioural sciences, university of helsinki, finland', 'kingston university london, united kingdom', 'institute of psychology, czech academy of sciences, czech republic']
najnin16b_interspeech	['institute for intelligent systems, and', 'department of electrical & computer engineering', 'the university of memphis, memphis, tn 38152, usa']
meyer16_interspeech	['gipsa-lab, departement parole & cognition, cnrs umr5216, grenoble, france', 'laboratoire sur le langage, le cerveau et la cognition, cnrs umr5304, bron, france', 'the world whistles research association, paris, france', 'laboratoire bases, corpus, langage, cnrs umr7320, nice, france']
voigt16_interspeech	['stanford university, linguistics department']
graham16_interspeech	['alta institute', 'department of theoretical and applied linguistics, university of cambridge, uk']
geneid16_interspeech	['department of otolaryngology and phoniatrics – head and neck surgery,', 'helsinki university hospital and university of helsinki, finland', 'speech and voice research laboratory, school of education, university of tampere, finland', 'division of speech and language pathology, karolinska institutet, sweden', 'department of culture and communication, linkoping university, sweden']
hejna16_interspeech	['newcastle university, uk', 'queen margaret university, uk', 'nanyang technological university, singapore']
takahashi16_interspeech	['sony corporation, japan', 'speech processing group, eth zurich, switzerland']
liu16f_interspeech	['microsoft corporation, redmond, wa 98052']
asri16_interspeech	['maluuba research', 'montreal, canada']
georgiladakis16_interspeech	['school of electrical & computer engineering, national technical university of athens, greece', 'kth speech, music and hearing, stockholm, sweden', 'school of electrical & computer engineering, technical university of crete, chania, greece', '“athena” research and innovation center, athens, greece']
khan16_interspeech	['microsoft corporation, redmond wa 98052, usa']
levitan16_interspeech	['department of computer and information science, brooklyn college cuny, usa', 'constantine the philosopher university in nitra, slovakia', 'institute of informatics, slovak academy of sciences, slovakia', 'departamento de computacion, fceyn, universidad de buenos aires, argentina', 'consejo nacional de investigaciones cientificas y tecnicas (conicet), buenos aires, argentina', 'department of computer science, columbia university, usa']
silvervarg16_interspeech	['department of computer and information science, linkoping university, linkoping, sweden', 'volvo gtt, goteborg, sweden']
fung16_interspeech	['human language technology center', 'department of electronic and computer engineering', 'hong kong university of science and technology, hong kong']
tejedorgarcia16_interspeech	['ferreras1, valentin cardenoso-payo1', 'department of computer science', 'department of english philology', 'university of valladolid\uf020']
kawahara16_interspeech	['wakayama university, wakayama', '-8510 japan']
marchi16_interspeech	['audeering gmbh, gilching, germany', 'department of computing, imperial college london, london, uk']
chang16b_interspeech	['university of california, san francisco, usa']
